vaccine_coverage_cat,pathogen_cat,complication_cat,time,prob_gte1
Current levels,All pathogens,Death,360,0.36599999999999966
Current levels,All pathogens,Death,390,0.41499999999999954
Current levels,All pathogens,Death,420,0.4394999999999996
Current levels,All pathogens,Death,450,0.46300000000000047
Current levels,All pathogens,Death,480,0.4844999999999997
Current levels,All pathogens,Death,510,0.5099999999999999
Current levels,All pathogens,Death,540,0.5375000000000002
Current levels,All pathogens,Death,570,0.5545000000000002
Current levels,All pathogens,Death,600,0.5815000000000002
Current levels,All pathogens,Death,630,0.6089999999999999
Current levels,All pathogens,Death,660,0.6295
Current levels,All pathogens,Death,690,0.6444999999999995
Current levels,All pathogens,Death,720,0.6675000000000001
Current levels,All pathogens,Death,750,0.69
Current levels,All pathogens,Death,780,0.7060000000000001
Current levels,All pathogens,Death,810,0.7270000000000001
Current levels,All pathogens,Death,840,0.7449999999999999
Current levels,All pathogens,Death,870,0.7595000000000003
Current levels,All pathogens,Death,900,0.7745
Current levels,All pathogens,Death,930,0.7899999999999997
Current levels,All pathogens,Death,960,0.8030000000000003
Current levels,All pathogens,Death,990,0.8110000000000003
Current levels,All pathogens,Death,1020,0.8214999999999997
Current levels,All pathogens,Death,1050,0.8335
Current levels,All pathogens,Death,1080,0.846
Current levels,All pathogens,Death,1110,0.8624999999999998
Current levels,All pathogens,Death,1140,0.8750000000000001
Current levels,All pathogens,Death,1170,0.884
Current levels,All pathogens,Death,1200,0.8939999999999997
Current levels,All pathogens,Death,1230,0.9060000000000001
Current levels,All pathogens,Death,1260,0.9174999999999996
Current levels,All pathogens,Death,1290,0.9275000000000002
Current levels,All pathogens,Death,1320,0.936
Current levels,All pathogens,Death,1350,0.9469999999999998
Current levels,All pathogens,Death,1380,0.9539999999999998
Current levels,All pathogens,Death,1410,0.961
Current levels,All pathogens,Death,1440,0.9695000000000004
Current levels,All pathogens,Death,1470,0.9790000000000004
Current levels,All pathogens,Death,1500,0.9885000000000003
Current levels,All pathogens,Death,1530,0.9955
Current levels,All pathogens,Death,1560,1
Current levels,All pathogens,Death,1590,1
Current levels,All pathogens,Death,1620,1
Current levels,All pathogens,Death,1650,1
Current levels,All pathogens,Death,1680,1
Current levels,All pathogens,Death,1710,1
Current levels,All pathogens,Death,1740,1
Current levels,All pathogens,Death,1770,1
Current levels,All pathogens,Death,1800,1
Current levels,All pathogens,Death,1830,1
Current levels,All pathogens,Death,1860,1
Current levels,All pathogens,Death,1890,1
Current levels,All pathogens,Death,1920,1
Current levels,All pathogens,Death,1950,1
Current levels,All pathogens,Death,1980,1
Current levels,All pathogens,Death,2010,1
Current levels,All pathogens,Death,2040,1
Current levels,All pathogens,Death,2070,1
Current levels,All pathogens,Death,2100,1
Current levels,All pathogens,Death,2130,1
Current levels,All pathogens,Death,2160,1
Current levels,All pathogens,Death,2190,1
Current levels,All pathogens,Death,2220,1
Current levels,All pathogens,Death,2250,1
Current levels,All pathogens,Death,2280,1
Current levels,All pathogens,Death,2310,1
Current levels,All pathogens,Death,2340,1
Current levels,All pathogens,Death,2370,1
Current levels,All pathogens,Death,2400,1
Current levels,All pathogens,Death,2430,1
Current levels,All pathogens,Death,2460,1
Current levels,All pathogens,Death,2490,1
Current levels,All pathogens,Death,2520,1
Current levels,All pathogens,Death,2550,1
Current levels,All pathogens,Death,2580,1
Current levels,All pathogens,Death,2610,1
Current levels,All pathogens,Death,2640,1
Current levels,All pathogens,Death,2670,1
Current levels,All pathogens,Death,2700,1
Current levels,All pathogens,Death,2730,1
Current levels,All pathogens,Death,2760,1
Current levels,All pathogens,Death,2790,1
Current levels,All pathogens,Death,2820,1
Current levels,All pathogens,Death,2850,1
Current levels,All pathogens,Death,2880,1
Current levels,All pathogens,Death,2910,1
Current levels,All pathogens,Death,2940,1
Current levels,All pathogens,Death,2970,1
Current levels,All pathogens,Death,3000,1
Current levels,All pathogens,Death,3030,1
Current levels,All pathogens,Death,3060,1
Current levels,All pathogens,Death,3090,1
Current levels,All pathogens,Death,3120,1
Current levels,All pathogens,Death,3150,1
Current levels,All pathogens,Death,3180,1
Current levels,All pathogens,Death,3210,1
Current levels,All pathogens,Death,3240,1
Current levels,All pathogens,Death,3270,1
Current levels,All pathogens,Death,3300,1
Current levels,All pathogens,Death,3330,1
Current levels,All pathogens,Death,3360,1
Current levels,All pathogens,Death,3390,1
Current levels,All pathogens,Death,3420,1
Current levels,All pathogens,Death,3450,1
Current levels,All pathogens,Death,3480,1
Current levels,All pathogens,Death,3510,1
Current levels,All pathogens,Death,3540,1
Current levels,All pathogens,Death,3570,1
Current levels,All pathogens,Death,3600,1
Current levels,All pathogens,Death,3630,1
Current levels,All pathogens,Death,3660,1
Current levels,All pathogens,Death,3690,1
Current levels,All pathogens,Death,3720,1
Current levels,All pathogens,Death,3750,1
Current levels,All pathogens,Death,3780,1
Current levels,All pathogens,Death,3810,1
Current levels,All pathogens,Death,3840,1
Current levels,All pathogens,Death,3870,1
Current levels,All pathogens,Death,3900,1
Current levels,All pathogens,Death,3930,1
Current levels,All pathogens,Death,3960,1
Current levels,All pathogens,Death,3990,1
Current levels,All pathogens,Death,4020,1
Current levels,All pathogens,Death,4050,1
Current levels,All pathogens,Death,4080,1
Current levels,All pathogens,Death,4110,1
Current levels,All pathogens,Death,4140,1
Current levels,All pathogens,Death,4170,1
Current levels,All pathogens,Death,4200,1
Current levels,All pathogens,Death,4230,1
Current levels,All pathogens,Death,4260,1
Current levels,All pathogens,Death,4290,1
Current levels,All pathogens,Death,4320,1
Current levels,All pathogens,Death,4350,1
Current levels,All pathogens,Death,4380,1
Current levels,All pathogens,Death,4410,1
Current levels,All pathogens,Death,4440,1
Current levels,All pathogens,Death,4470,1
Current levels,All pathogens,Death,4500,1
Current levels,All pathogens,Death,4530,1
Current levels,All pathogens,Death,4560,1
Current levels,All pathogens,Death,4590,1
Current levels,All pathogens,Death,4620,1
Current levels,All pathogens,Death,4650,1
Current levels,All pathogens,Death,4680,1
Current levels,All pathogens,Death,4710,1
Current levels,All pathogens,Death,4740,1
Current levels,All pathogens,Death,4770,1
Current levels,All pathogens,Death,4800,1
Current levels,All pathogens,Death,4830,1
Current levels,All pathogens,Death,4860,1
Current levels,All pathogens,Death,4890,1
Current levels,All pathogens,Death,4920,1
Current levels,All pathogens,Death,4950,1
Current levels,All pathogens,Death,4980,1
Current levels,All pathogens,Death,5010,1
Current levels,All pathogens,Death,5040,1
Current levels,All pathogens,Death,5070,1
Current levels,All pathogens,Death,5100,1
Current levels,All pathogens,Death,5130,1
Current levels,All pathogens,Death,5160,1
Current levels,All pathogens,Death,5190,1
Current levels,All pathogens,Death,5220,1
Current levels,All pathogens,Death,5250,1
Current levels,All pathogens,Death,5280,1
Current levels,All pathogens,Death,5310,1
Current levels,All pathogens,Death,5340,1
Current levels,All pathogens,Death,5370,1
Current levels,All pathogens,Death,5400,1
Current levels,All pathogens,Death,5430,1
Current levels,All pathogens,Death,5460,1
Current levels,All pathogens,Death,5490,1
Current levels,All pathogens,Death,5520,1
Current levels,All pathogens,Death,5550,1
Current levels,All pathogens,Death,5580,1
Current levels,All pathogens,Death,5610,1
Current levels,All pathogens,Death,5640,1
Current levels,All pathogens,Death,5670,1
Current levels,All pathogens,Death,5700,1
Current levels,All pathogens,Death,5730,1
Current levels,All pathogens,Death,5760,1
Current levels,All pathogens,Death,5790,1
Current levels,All pathogens,Death,5820,1
Current levels,All pathogens,Death,5850,1
Current levels,All pathogens,Death,5880,1
Current levels,All pathogens,Death,5910,1
Current levels,All pathogens,Death,5940,1
Current levels,All pathogens,Death,5970,1
Current levels,All pathogens,Death,6000,1
Current levels,All pathogens,Death,6030,1
Current levels,All pathogens,Death,6060,1
Current levels,All pathogens,Death,6090,1
Current levels,All pathogens,Death,6120,1
Current levels,All pathogens,Death,6150,1
Current levels,All pathogens,Death,6180,1
Current levels,All pathogens,Death,6210,1
Current levels,All pathogens,Death,6240,1
Current levels,All pathogens,Death,6270,1
Current levels,All pathogens,Death,6300,1
Current levels,All pathogens,Death,6330,1
Current levels,All pathogens,Death,6360,1
Current levels,All pathogens,Death,6390,1
Current levels,All pathogens,Death,6420,1
Current levels,All pathogens,Death,6450,1
Current levels,All pathogens,Death,6480,1
Current levels,All pathogens,Death,6510,1
Current levels,All pathogens,Death,6540,1
Current levels,All pathogens,Death,6570,1
Current levels,All pathogens,Death,6600,1
Current levels,All pathogens,Death,6630,1
Current levels,All pathogens,Death,6660,1
Current levels,All pathogens,Death,6690,1
Current levels,All pathogens,Death,6720,1
Current levels,All pathogens,Death,6750,1
Current levels,All pathogens,Death,6780,1
Current levels,All pathogens,Death,6810,1
Current levels,All pathogens,Death,6840,1
Current levels,All pathogens,Death,6870,1
Current levels,All pathogens,Death,6900,1
Current levels,All pathogens,Death,6930,1
Current levels,All pathogens,Death,6960,1
Current levels,All pathogens,Death,6990,1
Current levels,All pathogens,Death,7020,1
Current levels,All pathogens,Death,7050,1
Current levels,All pathogens,Death,7080,1
Current levels,All pathogens,Death,7110,1
Current levels,All pathogens,Death,7140,1
Current levels,All pathogens,Death,7170,1
Current levels,All pathogens,Death,7200,1
Current levels,All pathogens,Death,7230,1
Current levels,All pathogens,Death,7260,1
Current levels,All pathogens,Death,7290,1
Current levels,All pathogens,Death,7320,1
Current levels,All pathogens,Death,7350,1
Current levels,All pathogens,Death,7380,1
Current levels,All pathogens,Death,7410,1
Current levels,All pathogens,Death,7440,1
Current levels,All pathogens,Death,7470,1
Current levels,All pathogens,Death,7500,1
Current levels,All pathogens,Death,7530,1
Current levels,All pathogens,Death,7560,1
Current levels,All pathogens,Death,7590,1
Current levels,All pathogens,Death,7620,1
Current levels,All pathogens,Death,7650,1
Current levels,All pathogens,Death,7680,1
Current levels,All pathogens,Death,7710,1
Current levels,All pathogens,Death,7740,1
Current levels,All pathogens,Death,7770,1
Current levels,All pathogens,Death,7800,1
Current levels,All pathogens,Death,7830,1
Current levels,All pathogens,Death,7860,1
Current levels,All pathogens,Death,7890,1
Current levels,All pathogens,Death,7920,1
Current levels,All pathogens,Death,7950,1
Current levels,All pathogens,Death,7980,1
Current levels,All pathogens,Death,8010,1
Current levels,All pathogens,Death,8040,1
Current levels,All pathogens,Death,8070,1
Current levels,All pathogens,Death,8100,1
Current levels,All pathogens,Death,8130,1
Current levels,All pathogens,Death,8160,1
Current levels,All pathogens,Death,8190,1
Current levels,All pathogens,Death,8220,1
Current levels,All pathogens,Death,8250,1
Current levels,All pathogens,Death,8280,1
Current levels,All pathogens,Death,8310,1
Current levels,All pathogens,Death,8340,1
Current levels,All pathogens,Death,8370,1
Current levels,All pathogens,Death,8400,1
Current levels,All pathogens,Death,8430,1
Current levels,All pathogens,Death,8460,1
Current levels,All pathogens,Death,8490,1
Current levels,All pathogens,Death,8520,1
Current levels,All pathogens,Death,8550,1
Current levels,All pathogens,Death,8580,1
Current levels,All pathogens,Death,8610,1
Current levels,All pathogens,Death,8640,1
Current levels,All pathogens,Death,8670,1
Current levels,All pathogens,Death,8700,1
Current levels,All pathogens,Death,8730,1
Current levels,All pathogens,Death,8760,1
Current levels,All pathogens,Death,8790,1
Current levels,All pathogens,Death,8820,1
Current levels,All pathogens,Death,8850,1
Current levels,All pathogens,Death,8880,1
Current levels,All pathogens,Death,8910,1
Current levels,All pathogens,Death,8940,1
Current levels,All pathogens,Death,8970,1
Current levels,All pathogens,Death,9000,1
Current levels,All pathogens,Death,9030,1
Current levels,All pathogens,Death,9060,1
Current levels,All pathogens,Death,9090,1
Current levels,All pathogens,Death,9120,1
Current levels,All pathogens,Death,9125,0.0010000000000000469
Current levels,All pathogens,Hospitalization,30,0.5294999999999997
Current levels,All pathogens,Hospitalization,60,0.8604999999999999
Current levels,All pathogens,Hospitalization,90,0.9970000000000001
Current levels,All pathogens,Hospitalization,120,1
Current levels,All pathogens,Hospitalization,150,1
Current levels,All pathogens,Hospitalization,180,1
Current levels,All pathogens,Hospitalization,210,1
Current levels,All pathogens,Hospitalization,240,1
Current levels,All pathogens,Hospitalization,270,1
Current levels,All pathogens,Hospitalization,300,1
Current levels,All pathogens,Hospitalization,330,1
Current levels,All pathogens,Hospitalization,360,1
Current levels,All pathogens,Hospitalization,390,1
Current levels,All pathogens,Hospitalization,420,1
Current levels,All pathogens,Hospitalization,450,1
Current levels,All pathogens,Hospitalization,480,1
Current levels,All pathogens,Hospitalization,510,1
Current levels,All pathogens,Hospitalization,540,1
Current levels,All pathogens,Hospitalization,570,1
Current levels,All pathogens,Hospitalization,600,1
Current levels,All pathogens,Hospitalization,630,1
Current levels,All pathogens,Hospitalization,660,1
Current levels,All pathogens,Hospitalization,690,1
Current levels,All pathogens,Hospitalization,720,1
Current levels,All pathogens,Hospitalization,750,1
Current levels,All pathogens,Hospitalization,780,1
Current levels,All pathogens,Hospitalization,810,1
Current levels,All pathogens,Hospitalization,840,1
Current levels,All pathogens,Hospitalization,870,1
Current levels,All pathogens,Hospitalization,900,1
Current levels,All pathogens,Hospitalization,930,1
Current levels,All pathogens,Hospitalization,960,1
Current levels,All pathogens,Hospitalization,990,1
Current levels,All pathogens,Hospitalization,1020,1
Current levels,All pathogens,Hospitalization,1050,1
Current levels,All pathogens,Hospitalization,1080,1
Current levels,All pathogens,Hospitalization,1110,1
Current levels,All pathogens,Hospitalization,1140,1
Current levels,All pathogens,Hospitalization,1170,1
Current levels,All pathogens,Hospitalization,1200,1
Current levels,All pathogens,Hospitalization,1230,1
Current levels,All pathogens,Hospitalization,1260,1
Current levels,All pathogens,Hospitalization,1290,1
Current levels,All pathogens,Hospitalization,1320,1
Current levels,All pathogens,Hospitalization,1350,1
Current levels,All pathogens,Hospitalization,1380,1
Current levels,All pathogens,Hospitalization,1410,1
Current levels,All pathogens,Hospitalization,1440,1
Current levels,All pathogens,Hospitalization,1470,1
Current levels,All pathogens,Hospitalization,1500,1
Current levels,All pathogens,Hospitalization,1530,1
Current levels,All pathogens,Hospitalization,1560,1
Current levels,All pathogens,Hospitalization,1590,1
Current levels,All pathogens,Hospitalization,1620,1
Current levels,All pathogens,Hospitalization,1650,1
Current levels,All pathogens,Hospitalization,1680,1
Current levels,All pathogens,Hospitalization,1710,1
Current levels,All pathogens,Hospitalization,1740,1
Current levels,All pathogens,Hospitalization,1770,1
Current levels,All pathogens,Hospitalization,1800,1
Current levels,All pathogens,Hospitalization,1830,1
Current levels,All pathogens,Hospitalization,1860,1
Current levels,All pathogens,Hospitalization,1890,1
Current levels,All pathogens,Hospitalization,1920,1
Current levels,All pathogens,Hospitalization,1950,1
Current levels,All pathogens,Hospitalization,1980,1
Current levels,All pathogens,Hospitalization,2010,1
Current levels,All pathogens,Hospitalization,2040,1
Current levels,All pathogens,Hospitalization,2070,1
Current levels,All pathogens,Hospitalization,2100,1
Current levels,All pathogens,Hospitalization,2130,1
Current levels,All pathogens,Hospitalization,2160,1
Current levels,All pathogens,Hospitalization,2190,1
Current levels,All pathogens,Hospitalization,2220,1
Current levels,All pathogens,Hospitalization,2250,1
